evt	tag	sample	label_source	weight	route	cls1.0	d_prod1.0	cls1.5	d_prod1.5
285350	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.4561	correct	0.4561
285680	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.5031	correct	0.5031
290588	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.7529	correct	0.7529
292370	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.1323	correct	0.1323
292524	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.0469	correct	0.0469
292568	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.1374	correct	0.1374
292722	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-reject	correct	0.5705	correct	0.5705
292788	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-reject	correct	0.5406	correct	0.5406
293734	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.2584	correct	0.2584
294174	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.5387	correct	0.5387
315955	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.0800	correct	0.0800
321015	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.3889	correct	0.3889
321629	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.3080	correct	0.3080
322181	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-reject	correct	0.2275	correct	0.2275
322269	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.1101	correct	0.1101
322861	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-reject	correct	0.9718	correct	0.9718
323125	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.4869	correct	0.4869
347384	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.0857	correct	0.0857
348594	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.6331	correct	0.6331
351564	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.0577	correct	0.0577
352202	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-reject	correct	0.3162	correct	0.3162
355238	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.4391	correct	0.4391
389225	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.1138	correct	0.1138
390216	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.4905	correct	0.4905
390391	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.7346	correct	0.7346
391415	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-reject	correct	0.1873	correct	0.1873
391513	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.0377	correct	0.0377
392009	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.2089	correct	0.2089
392649	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-reject	correct	0.0000	correct	0.0000
392988	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.1955	correct	0.1955
393089	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.2637	correct	0.2637
393485	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.0810	correct	0.0810
393538	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.7250	correct	0.7250
393758	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.1230	correct	0.1230
395012	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.0562	correct	0.0562
395033	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.0344	correct	0.0344
395089	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.4679	correct	0.4679
395573	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.3055	correct	0.3055
396927	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.2076	correct	0.2076
397190	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-reject	correct	0.0000	correct	0.0000
397401	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.2169	correct	0.2169
397599	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.1932	correct	0.1932
398181	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.7919	correct	0.7919
398313	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-reject	correct	0.1532	correct	0.1532
399061	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-reject	correct	0.0000	correct	0.0000
399303	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.3132	correct	0.3132
400029	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.1602	correct	0.1602
400117	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.0783	correct	0.0783
402077	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.3918	correct	0.3918
402209	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.1324	correct	0.1324
403397	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.0872	correct	0.0872
404189	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.3590	correct	0.3590
405201	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.2730	correct	0.2730
408326	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.5867	correct	0.5867
409140	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.6968	correct	0.6968
409906	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-reject	candidate-missing	4.4270	candidate-missing	4.4270
410680	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.8171	correct	0.8171
412396	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.3528	correct	0.3528
414200	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.1251	correct	0.1251
417496	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-reject	correct	0.0000	correct	0.0000
47058	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.0000	correct	0.0000
474370	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-reject	correct	0.0000	correct	0.0000
47784	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.2781	correct	0.2781
478594	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.4326	correct	0.4326
478638	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.7982	correct	0.7982
47916	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.0492	correct	0.0492
495199	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.6744	correct	0.6744
497553	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.2706	correct	0.2706
499115	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.1045	correct	0.1045
500149	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.1196	correct	0.1196
50182	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-reject	correct	0.1431	correct	0.1431
502525	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.5944	correct	0.5944
502921	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.1179	correct	0.1179
51219	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.5483	correct	0.5483
51890	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.1476	correct	0.1476
53130	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.8313	correct	0.8313
54508	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-reject	correct	0.5211	correct	0.5211
55278	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.1864	correct	0.1864
55542	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.6903	correct	0.6903
57577	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.1050	correct	0.1050
57742	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.4216	correct	0.4216
58325	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-reject	correct	0.8350	correct	0.8350
58919	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-reject	correct	0.1644	correct	0.1644
66278	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.6719	correct	0.6719
66652	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.1047	correct	0.1047
67026	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.2889	correct	0.2889
67898	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.2930	correct	0.2930
67928	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.2211	correct	0.2211
68308	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.2878	correct	0.2878
69144	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.0449	correct	0.0449
69152	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.6597	correct	0.6597
69666	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	selection-wrong	4.0556	selection-wrong	4.0556
69936	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-reject	correct	0.1559	correct	0.1559
70186	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.0574	correct	0.0574
70912	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.3088	correct	0.3088
72055	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.8165	correct	0.8165
72170	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.2447	correct	0.2447
72174	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.2153	correct	0.2153
72759	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	selection-wrong	2.0272	selection-wrong	2.0272
72840	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.1156	correct	0.1156
72940	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.1434	correct	0.1434
73336	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.9932	correct	0.9932
73412	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-veto-protected	correct	0.4639	correct	0.4639
73698	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.2357	correct	0.2357
74336	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.1232	correct	0.1232
74380	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-reject	correct	0.1101	correct	0.1101
75040	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.1545	correct	0.1545
76038	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.2334	correct	0.2334
76059	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.3761	correct	0.3761
76250	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.3542	correct	0.3542
76280	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.6229	correct	0.6229
77328	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.6711	correct	0.6711
77878	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	selection-wrong	2.2862	selection-wrong	2.2862
79491	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.1981	correct	0.1981
81420	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.7782	correct	0.7782
90179	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-reject	correct	0.1321	correct	0.1321
91235	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.2558	correct	0.2558
91367	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.0877	correct	0.0877
91917	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.2693	correct	0.2693
92134	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.2408	correct	0.2408
92225	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	selection-wrong	2.7835	selection-wrong	2.7835
93105	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.3036	correct	0.3036
93545	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-reject	correct	0.0000	correct	0.0000
93677	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-reject	correct	0.3181	correct	0.3181
94293	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.4996	correct	0.4996
94392	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.4128	correct	0.4128
94942	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	selection-wrong	3.4252	selection-wrong	3.4252
95074	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.1276	correct	0.1276
95405	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.6203	correct	0.6203
95412	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.2871	correct	0.2871
95690	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.2808	correct	0.2808
97231	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-reject	correct	0.2358	correct	0.2358
98470	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.7904	correct	0.7904
98704	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-reject	correct	0.0574	correct	0.0574
98778	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.1355	correct	0.1355
98947	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.5053	correct	0.5053
99716	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.1933	correct	0.1933
99838	vtxscan-vtx105-mcp2k-auto	mcp2k	ai-scanner		dl-rerank-accept	correct	0.1769	correct	0.1769
100322	vtxscan-vtx105-mcp2k-ragree	mcp2k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
158227	vtxscan-vtx105-mcp2k-ragree	mcp2k	human		dl-rerank-accept	correct	0.0000	correct	0.0000
163309	vtxscan-vtx105-mcp2k-ragree	mcp2k	human		dl-rerank-accept	correct	0.0000	correct	0.0000
169221	vtxscan-vtx105-mcp2k-ragree	mcp2k	human		dl-rerank-accept	correct	0.0000	correct	0.0000
170428	vtxscan-vtx105-mcp2k-ragree	mcp2k	human		dl-rerank-accept	correct	0.0383	correct	0.0383
170585	vtxscan-vtx105-mcp2k-ragree	mcp2k	human		dl-rerank-accept	correct	0.1399	correct	0.1399
172177	vtxscan-vtx105-mcp2k-ragree	mcp2k	human		dl-rerank-accept	correct	0.5716	correct	0.5716
177068	vtxscan-vtx105-mcp2k-ragree	mcp2k	human		dl-rerank-reject	net-wrong	28.0080	net-wrong	28.0080
178350	vtxscan-vtx105-mcp2k-ragree	mcp2k	human		dl-rerank-accept	correct	0.0000	correct	0.0000
179369	vtxscan-vtx105-mcp2k-ragree	mcp2k	human		dl-rerank-reject	candidate-missing	10.8199	candidate-missing	10.8199
242484	vtxscan-vtx105-mcp2k-ragree	mcp2k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
280159	vtxscan-vtx105-mcp2k-ragree	mcp2k	human		dl-rerank-accept	correct	0.6175	correct	0.6175
293536	vtxscan-vtx105-mcp2k-ragree	mcp2k	human		dl-rerank-accept	correct	0.7648	correct	0.7648
316987	vtxscan-vtx105-mcp2k-ragree	mcp2k	human		dl-rerank-accept	correct	0.3604	correct	0.3604
396157	vtxscan-vtx105-mcp2k-ragree	mcp2k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
401197	vtxscan-vtx105-mcp2k-ragree	mcp2k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
406367	vtxscan-vtx105-mcp2k-ragree	mcp2k	human		dl-rerank-reject	correct	0.9702	correct	0.9702
417100	vtxscan-vtx105-mcp2k-ragree	mcp2k	human		dl-rerank-accept	correct	0.0000	correct	0.0000
481014	vtxscan-vtx105-mcp2k-ragree	mcp2k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
57709	vtxscan-vtx105-mcp2k-ragree	mcp2k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
71022	vtxscan-vtx105-mcp2k-ragree	mcp2k	human		dl-rerank-accept	correct	0.0330	correct	0.0330
71778	vtxscan-vtx105-mcp2k-ragree	mcp2k	human		dl-rerank-accept	correct	0.0000	correct	0.0000
75678	vtxscan-vtx105-mcp2k-ragree	mcp2k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
79616	vtxscan-vtx105-mcp2k-ragree	mcp2k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
93776	vtxscan-vtx105-mcp2k-ragree	mcp2k	human		dl-rerank-accept	correct	0.0000	correct	0.0000
94678	vtxscan-vtx105-mcp2k-ragree	mcp2k	human		dl-rerank-accept	correct	0.0000	correct	0.0000
99959	vtxscan-vtx105-mcp2k-ragree	mcp2k	human		dl-rerank-reject	correct	0.0000	correct	0.0000
