ev	site	shw	seg	pdg	verdict	final_owner	kept	len_cm	site_ang	dist_cm	ang15	ang60	ao
239794	pass3_cone	2070	2057	11	UNL	2069	0	10.95	11.46	20.45	5.62	11.22	0.0
239794	pass3_cone	2070	20072	13	UNL	2069	0	0.35	11.86	34.36	15.34	11.65	0.0
239794	pass3_cone	2070	21073	11	UNL	2069	0	1.86	15.36	44.35	7.48	14.92	0.0
239794	pass3_cone	2070	23075	11	UNL	2069	0	1.19	15.33	47.54	7.5	14.76	0.0
239794	pass3_cone	2070	24076	13	UNL	2069	0	1.23	13.43	58.31	16.83	13.87	0.0
239794	pass3_cone	2070	25077	11	UNL	2069	0	0.93	17.55	47.85	22.51	18.01	0.0
239794	pass3_cone	2070	26078	13	UNL	2069	0	0.58	12.55	42.22	17.59	12.91	0.0
239794	pass3_cone	2070	27079	2212	UNL	2069	0	0.37	14.51	61.22	13.35	14.4	0.0
239794	pass3_cone	2070	28080	11	UNL	2069	0	1.18	18.74	27.56	10.26	18.24	0.0
239794	pass3_cone	2070	29081	2212	UNL	2069	0	0.36	20.22	42.01	12.32	19.69	0.0
239794	pass3_cone	2070	30082	13	UNL	2069	0	0.18	24.53	44.86	16.81	23.94	0.0
239794	pass3_cone	2070	32084	2212	UNL	2069	0	0.27	24.19	43.46	17.06	23.54	0.0
239794	pass3_cone	2070	33085	13	UNL	2069	0	0.92	5.5	81.0	3.98	4.72	0.0
239794	pass3_cone	2070	34086	13	UNL	2069	0	0.69	3.78	60.2	11.21	4.33	0.0
239794	pass3_cone	2070	35087	11	UNL	2069	0	1.47	11.71	82.17	18.52	12.28	0.0
239794	pass3_cone	2070	36088	11	UNL	2069	0	1.85	1.33	78.8	7.62	0.88	0.0
239794	pass3_cone	2070	37089	13	UNL	2069	0	0.96	15.37	41.22	23.07	16.09	0.0
239794	pass3_cone	2070	39091	13	UNL	2069	0	1.03	20.95	63.34	28.73	21.65	0.0
239794	pass3_cone	2070	40092	11	UNL	2069	0	1.66	3.95	96.62	4.89	3.21	0.0
239794	pass3_cone	2070	41093	13	UNL	2069	0	0.4	13.08	68.69	21.31	13.83	0.0
239794	pass3_cone	2070	43095	11	UNL	2069	0	1.28	2.38	83.46	10.58	3.06	0.0
239794	pass3_cone	2070	46098	2212	UNL	2069	0	0.24	9.86	119.6	12.09	9.75	0.0
239794	pass3_cone	2070	47099	13	UNL	2069	0	0.38	5.73	124.67	14.15	6.49	0.0
239794	pass3_cone	2070	48100	13	UNL	2069	0	3.41	6.93	98.14	14.77	7.57	0.0
239794	pass3_cone	2070	49101	13	UNL	2069	0	0.5	8.12	97.3	16.52	8.87	0.0
239794	pass3_cone	2070	50102	2212	UNL	2069	0	0.16	4.56	100.61	10.69	4.79	0.0
239794	pass3_cone	2070	52105	13	UNL	2069	0	4.18	5.41	102.71	8.57	5.24	0.0
239794	pass3_cone	2070	52106	211	UNL	2069	0	1.15	5.86	106.69	8.93	5.72	0.0
239794	pass3_cone	2070	53107	11	UNL	2069	0	4.09	8.1	93.33	14.59	8.57	0.0
239794	pass3_cone	2070	54108	11	UNL	2069	0	5.07	5.67	72.03	8.54	5.42	0.0
239794	pass3_cone	2070	55109	11	UNL	2069	0	3.52	2.7	112.89	8.79	2.78	0.0
239794	pass3_cone	2070	56110	11	UNL	2069	0	5.17	5.84	104.88	13.34	6.44	0.0
239794	pass3_cone	2070	60114	11	UNL	2069	0	3.85	14.67	53.04	13.15	14.3	0.0
239794	pass3_cone	2070	60115	2212	UNL	2069	0	1.64	14.67	53.04	13.15	14.07	0.0
239794	pass3_cone	2070	91119	13	UNL	2069	0	6.83	16.64	44.91	17.67	16.9	0.0
239794	pass3_cone	2070	92124	11	UNL	2069	0	5.65	7.72	67.11	16.31	8.71	0.0
239794	pass3_cone	2070	92125	11	UNL	2069	0	4.45	7.4	63.3	15.91	8.35	0.0
239794	pass3_cone	2070	93126	11	UNL	2069	0	3.37	7.98	57.3	16.03	8.82	0.0
239794	pass3_cone	2070	94127	13	UNL	2069	0	0.22	15.88	18.57	10.99	15.18	0.0
239794	pass3_cone	2070	95128	11	UNL	2069	0	0.73	14.09	34.85	18.08	14.16	0.0
239794	pass3_cone	2070	96129	13	UNL	2069	0	0.4	18.16	52.48	24.64	18.85	0.0
239794	pass3_cone	2070	97130	2212	UNL	2069	0	0.42	3.56	80.75	9.9	3.67	0.0
239794	pass3_cone	2070	98131	11	UNL	2069	0	0.84	4.51	85.55	9.85	4.48	0.0
239794	pass3_cone	2070	99132	11	UNL	2069	0	3.68	2.56	84.02	9.69	2.79	0.0
239794	pass3_cone	2070	99133	11	UNL	2069	0	2.73	3.74	84.31	10.8	4.04	0.0
239794	pass3_cone	2070	100134	11	UNL	2069	0	0.68	3.22	89.33	9.06	3.16	0.0
239794	pass3_cone	2070	101139	211	UNL	2069	0	1.86	8.85	120.9	17.27	9.63	0.0
239794	pass3_cone	2070	101140	13	UNL	2069	0	2.84	8.47	121.62	16.97	9.25	0.0
239794	pass3_cone	2070	101141	211	UNL	2069	0	1.94	8.34	119.91	16.87	9.12	0.0
239794	pass3_cone	2070	102146	11	UNL	2069	0	2.43	3.58	97.0	10.94	3.95	0.0
239794	pass3_cone	2070	102147	11	UNL	2069	0	3.82	3.04	93.93	10.47	3.4	0.0
239794	pass3_cone	2070	103148	13	UNL	2069	0	0.49	3.87	99.4	10.97	4.19	0.0
246579	pass3_cone	19047	19011	11	UNL	19047	1	37.15	17.31	23.45	7.33	17.31	0.0
246579	pass3_cone	19047	19018	11	UNL	19047	1	11.96	3.68	62.49	13.53	5.27	0.0
246579	pass3_cone	19047	19061	11	UNL	19047	1	3.92	17.31	23.45	7.33	15.43	0.0
246579	pass3_cone	19047	19063	11	UNL	19047	1	2.11	20.78	26.38	10.43	18.64	0.0
246579	pass3_cone	19047	19065	11	UNL	19047	1	33.45	18.0	27.81	7.62	15.68	0.0
246579	pass3_cone	19047	19070	13	UNL	19047	1	1.77	11.52	19.41	10.5	9.95	0.0
246579	pass3_cone	19047	19079	11	UNL	19047	1	10.25	6.56	19.51	9.96	5.86	0.0
246579	pass3_cone	19047	45084	2212	UNL	19047	1	0.22	23.41	67.06	13.02	20.23	0.0
246579	pass3_cone	19047	47086	13	UNL	19047	1	0.35	3.85	136.99	7.56	2.53	0.0
246579	pass3_cone	19047	48087	11	UNL	19047	1	5.28	6.81	94.88	3.58	3.65	0.0
246579	pass3_cone	19047	49088	13	UNL	19047	1	0.31	5.84	77.13	14.35	7.78	0.0
246579	pass3_cone	19047	50089	13	UNL	19047	1	0.95	15.5	54.91	23.43	17.44	0.0
246579	pass3_cone	19047	51090	13	UNL	19047	1	0.55	4.94	79.68	9.78	4.39	0.0
246579	pass3_cone	19047	58097	11	UNL	19047	1	2.48	12.39	80.09	17.17	12.76	0.0
246579	pass3_cone	19047	60099	11	UNL	19047	1	2.58	7.73	102.34	12.61	7.77	0.0
246579	pass3_cone	19047	61100	13	UNL	19047	1	0.35	8.11	115.59	16.19	9.79	0.0
246579	pass3_cone	19047	62101	2212	UNL	19047	1	1.59	11.57	44.29	21.4	14.56	0.0
246579	pass3_cone	19047	63102	13	UNL	19047	1	0.47	11.46	52.31	14.5	11.85	0.0
246579	pass3_cone	19047	66105	13	UNL	19047	1	1.65	2.82	157.71	7.89	0.93	0.0
246579	pass3_cone	19047	67106	13	UNL	19047	1	0.88	13.15	64.84	16.76	13.75	0.0
246579	pass3_cone	19047	69108	13	UNL	19047	1	0.32	18.33	60.33	24.74	19.57	0.0
246579	pass3_cone	19047	70109	11	UNL	19047	1	2.42	3.2	143.98	13.06	5.68	0.0
246579	pass3_cone	19047	71110	13	UNL	19047	1	0.41	11.01	80.29	5.5	8.44	0.0
246579	pass3_cone	19047	72111	13	UNL	19047	1	0.32	5.94	102.35	9.5	5.66	0.0
246579	pass3_cone	19047	73112	13	UNL	19047	1	0.4	6.49	115.04	8.17	5.5	0.0
246579	pass3_cone	19047	74113	11	UNL	19047	1	1.16	3.61	101.75	13.75	6.43	0.0
246579	pass3_cone	19047	75114	2212	UNL	19047	1	0.23	2.49	107.76	9.48	3.02	0.0
246579	pass3_cone	19047	76115	2212	UNL	19047	1	2.74	3.83	100.73	14.16	6.73	0.0
246579	pass3_cone	19047	78117	11	UNL	19047	1	4.63	3.06	95.9	13.43	5.97	0.0
246579	pass3_cone	19047	80119	11	UNL	19047	1	3.37	3.87	99.87	13.82	6.43	0.0
246579	pass3_cone	19047	81127	11	UNL	19047	1	1.64	0.99	109.53	11.12	3.63	0.0
246579	pass3_cone	19047	81128	11	UNL	19047	1	6.64	0.99	109.53	11.12	3.63	0.0
246579	pass3_cone	19047	81129	11	UNL	19047	1	2.83	4.02	106.7	14.23	6.77	0.0
246579	pass3_cone	19047	81132	11	UNL	19047	1	7.65	1.99	107.37	12.21	4.73	0.0
246579	pass3_cone	19047	82133	11	UNL	19047	1	0.7	4.3	110.69	14.02	6.72	0.0
246579	pass3_cone	19047	83136	11	UNL	19047	1	3.88	4.48	95.74	13.57	6.5	0.0
246579	pass3_cone	19047	83141	11	UNL	19047	1	2.35	4.52	94.9	13.3	6.36	0.0
246579	pass3_cone	19047	85143	13	UNL	19047	1	0.59	4.32	116.1	13.95	6.68	0.0
256587	pass3_cone	11301	11027	11	UNL	11301	1	25.82	3.51	60.22	3.19	3.51	0.0
256587	pass3_cone	11301	11028	11	UNL	11301	1	14.94	3.86	43.77	3.67	3.86	0.0
256587	pass3_cone	11301	11081	11	UNL	11301	1	8.23	3.17	40.16	3.56	3.74	0.0
256587	pass3_cone	11301	11083	11	UNL	11301	1	15.75	3.0	67.17	4.32	2.47	0.0
256587	pass3_cone	11301	11096	11	UNL	11301	1	4.97	2.11	43.93	3.44	1.57	0.0
256587	pass3_cone	11301	11098	11	UNL	11301	1	8.42	6.46	44.25	8.0	5.89	0.0
256587	pass3_cone	11301	11099	11	UNL	11301	1	3.98	11.22	50.13	12.93	10.36	0.0
256587	pass3_cone	11301	11114	11	UNL	11301	1	9.28	3.86	43.77	3.67	3.87	0.0
256587	pass3_cone	11301	11129	11	UNL	11301	1	4.6	5.64	48.16	3.92	6.65	0.0
256587	pass3_cone	11301	11131	11	UNL	11301	1	7.32	5.95	52.14	4.4	6.43	0.0
256587	pass3_cone	11301	11138	11	UNL	11301	1	2.35	11.69	73.19	9.98	12.2	0.0
256587	pass3_cone	11301	11170	11	UNL	11301	1	19.39	8.22	57.62	6.5	8.68	0.0
256587	pass3_cone	11301	11182	11	UNL	11301	1	4.64	2.16	45.23	0.77	2.23	0.0
256587	pass3_cone	11301	42185	2212	UNL	11301	1	1.31	2.41	122.97	1.49	2.06	0.0
256587	pass3_cone	11301	45188	11	UNL	11301	1	1.93	11.32	108.02	12.68	10.68	0.0
256587	pass3_cone	11301	55198	13	UNL	11301	1	1.3	5.67	127.82	4.56	5.17	0.0
256587	pass3_cone	11301	56199	13	UNL	11301	1	0.19	22.29	76.74	23.29	21.49	0.0
256587	pass3_cone	11301	60203	11	UNL	11301	1	2.04	3.39	191.57	1.99	3.95	0.0
256587	pass3_cone	11301	64207	11	UNL	11301	1	0.7	2.81	158.05	2.81	2.0	0.0
256587	pass3_cone	11301	67210	11	UNL	11301	1	2.37	8.52	101.82	9.9	9.07	0.0
256587	pass3_cone	11301	68211	13	UNL	11301	1	0.49	6.9	94.91	7.48	7.78	0.0
256587	pass3_cone	11301	69212	11	UNL	11301	1	2.33	7.24	33.65	6.99	6.38	0.0
256587	pass3_cone	11301	70213	13	UNL	11301	1	0.95	7.94	61.16	9.43	8.47	0.0
256587	pass3_cone	11301	71214	13	UNL	11301	1	0.59	8.07	59.12	6.77	8.73	0.0
256587	pass3_cone	11301	75218	13	UNL	11301	1	0.07	19.78	69.1	21.26	20.29	0.0
256587	pass3_cone	11301	82225	13	UNL	11301	1	0.42	23.17	41.36	24.12	23.96	0.0
256587	pass3_cone	11301	83226	13	UNL	11301	1	0.32	19.93	61.7	19.27	20.72	0.0
256587	pass3_cone	11301	87230	11	UNL	11301	1	0.98	8.57	118.69	7.46	9.23	0.0
256587	pass3_cone	11301	89232	13	UNL	11301	1	0.2	14.67	49.02	14.24	13.9	0.0
256587	pass3_cone	11301	91234	11	UNL	11301	1	3.21	11.0	104.58	12.71	11.08	0.0
256587	pass3_cone	11301	92235	13	UNL	11301	1	0.34	4.47	124.58	5.88	5.09	0.0
256587	pass3_cone	11301	94237	11	UNL	11301	1	1.18	2.65	93.27	3.28	1.74	0.0
256587	pass3_cone	11301	96239	13	UNL	11301	1	0.39	13.46	71.18	14.74	12.81	0.0
256587	pass3_cone	11301	97240	11	UNL	11301	1	0.98	10.55	83.39	12.05	10.06	0.0
256587	pass3_cone	11301	98241	13	UNL	11301	1	0.36	9.55	72.31	9.99	8.64	0.0
256587	pass3_cone	11301	99242	2212	UNL	11301	1	0.63	1.84	130.19	1.72	2.67	0.0
256587	pass3_cone	11301	100243	13	UNL	11301	1	0.37	5.27	95.41	4.56	4.55	0.0
256587	pass3_cone	11301	101244	13	UNL	11301	1	0.27	3.84	124.85	2.12	4.0	0.0
256587	pass3_cone	11301	102245	13	UNL	11301	1	0.24	1.52	117.82	2.99	1.04	0.0
256587	pass3_cone	11301	103246	11	UNL	11301	1	2.8	8.48	89.37	9.79	7.84	0.0
256587	pass3_cone	11301	105248	11	UNL	11301	1	1.71	5.63	94.24	6.41	4.76	0.0
256587	pass3_cone	11301	106249	11	UNL	11301	1	0.81	2.74	167.33	1.6	2.41	0.0
256587	pass3_cone	11301	108251	11	UNL	11301	1	2.9	2.26	144.56	1.29	1.93	0.0
256587	pass3_cone	11301	110257	11	UNL	11301	1	8.49	2.65	107.89	2.8	1.79	0.0
256587	pass3_cone	11301	110258	11	UNL	11301	1	4.56	2.65	107.89	2.8	1.79	0.0
256587	pass3_cone	11301	119263	11	UNL	11301	1	5.95	14.33	69.54	14.96	13.45	0.0
256587	pass3_cone	11301	122266	11	UNL	11301	1	1.46	9.76	56.18	9.34	8.91	0.0
256587	pass3_cone	11301	123267	11	UNL	11301	1	8.95	1.94	108.1	3.25	2.83	0.0
256587	pass3_cone	11301	125269	13	UNL	11301	1	0.31	15.17	52.46	14.67	14.23	0.0
256587	pass3_cone	11301	128277	11	UNL	11301	1	2.43	1.68	140.83	0.76	1.53	0.0
256587	pass3_cone	11301	128278	211	UNL	11301	1	1.4	1.97	141.39	1.68	1.24	0.0
256587	pass3_cone	11301	128279	11	UNL	11301	1	5.76	2.56	128.37	2.52	1.57	0.0
256587	pass3_cone	11301	128281	11	UNL	11301	1	3.35	2.4	133.71	2.15	1.54	0.0
256587	pass3_cone	11301	128282	11	UNL	11301	1	5.02	2.4	133.71	2.15	1.54	0.0
256587	pass3_cone	11301	128283	11	UNL	11301	1	3.89	2.35	138.16	2.0	1.54	0.0
256587	pass3_cone	11301	128284	11	UNL	11301	1	6.57	2.2	137.53	3.23	1.25	0.0
256587	pass3_cone	11301	129286	11	UNL	11301	1	5.98	0.78	142.3	2.38	0.87	0.0
256587	pass3_cone	11301	129290	11	UNL	11301	1	2.44	0.09	147.34	1.74	1.18	0.0
256587	pass3_cone	11301	130291	2212	UNL	11301	1	0.75	5.48	118.96	6.08	4.42	0.0
256587	pass3_cone	11301	131292	11	UNL	11301	1	1.05	6.4	113.61	5.36	5.64	0.0
256587	pass3_cone	11301	132293	11	UNL	11301	1	0.78	6.88	108.63	6.92	5.79	0.0
256587	pass3_cone	11301	134295	13	UNL	11301	1	0.41	2.48	164.85	1.96	1.73	0.0
267597	pass3_cone	5121	30042	11	UNL	5121	1	0.77	2.25	138.2	5.24	2.25	0.0
267597	pass3_cone	5121	31043	13	UNL	5121	1	0.32	4.09	132.5	4.84	4.09	0.0
267597	pass3_cone	5121	33045	13	UNL	5121	1	0.94	2.74	145.53	1.78	2.74	0.0
267597	pass3_cone	5121	34046	11	UNL	5121	1	1.6	4.3	147.51	1.94	4.3	0.0
267597	pass3_cone	5121	42054	11	UNL	5121	1	1.69	6.97	63.78	8.02	6.97	0.0
267597	pass3_cone	5121	44056	11	UNL	5121	1	1.36	10.31	69.83	11.02	10.31	0.0
267597	pass3_cone	5121	45057	13	UNL	5121	1	0.42	6.66	77.87	9.62	6.66	0.0
267597	pass3_cone	5121	46058	13	UNL	5121	1	0.66	7.79	73.39	8.68	7.79	0.0
267597	pass3_cone	5121	47059	11	UNL	5121	1	2.77	11.72	67.79	8.66	11.72	0.0
267597	pass3_cone	5121	48060	13	UNL	5121	1	0.21	1.97	79.09	1.14	1.97	0.0
267597	pass3_cone	5121	49061	13	UNL	5121	1	0.65	8.4	99.58	11.12	8.4	0.0
267597	pass3_cone	5121	51063	11	UNL	5121	1	1.69	6.45	92.65	9.0	6.45	0.0
267597	pass3_cone	5121	52064	13	UNL	5121	1	0.72	3.61	129.81	6.66	3.61	0.0
267597	pass3_cone	5121	53065	11	UNL	5121	1	0.82	0.87	102.41	3.3	0.87	0.0
267597	pass3_cone	5121	54066	11	UNL	5121	1	0.75	1.1	99.39	2.76	1.1	0.0
267597	pass3_cone	5121	56068	13	UNL	5121	1	0.34	19.07	71.72	16.01	19.07	0.0
267597	pass3_cone	5121	57069	13	UNL	5121	1	0.16	12.19	124.71	15.03	12.19	0.0
267597	pass3_cone	5121	58070	11	UNL	5121	1	1.51	5.85	93.89	8.27	5.85	0.0
267597	pass3_cone	5121	59071	11	UNL	5121	1	0.69	9.15	60.28	11.29	9.15	0.0
267597	pass3_cone	5121	60072	13	UNL	5121	1	2.13	10.74	41.8	7.72	10.74	0.0
267597	pass3_cone	5121	61073	13	UNL	5121	1	0.59	6.42	57.07	9.42	6.67	0.0
267597	pass3_cone	5121	62074	13	UNL	5121	1	1.12	10.33	54.1	13.15	10.48	0.0
267597	pass3_cone	5121	64076	11	UNL	5121	1	2.0	5.95	44.2	7.57	5.88	0.0
267597	pass3_cone	5121	65077	13	UNL	5121	1	1.03	17.22	65.38	20.28	17.2	0.0
267597	pass3_cone	5121	66078	11	UNL	5121	1	0.69	23.23	46.49	24.56	23.05	0.0
267597	pass3_cone	5121	67079	13	UNL	5121	1	0.68	18.64	39.09	19.31	19.0	0.0
267597	pass3_cone	5121	68080	13	UNL	5121	1	0.46	12.91	32.61	13.16	13.15	0.0
267597	pass3_cone	5121	69081	13	UNL	5121	1	0.57	18.4	18.81	15.34	18.5	0.0
267597	pass3_cone	5121	80092	13	UNL	5121	1	0.31	7.64	88.73	9.98	7.5	0.0
267597	pass3_cone	5121	81093	13	UNL	5121	1	0.24	10.45	34.42	7.5	10.51	0.0
267597	pass3_cone	5121	82094	11	UNL	5121	1	3.06	4.5	98.86	7.3	4.46	0.0
267597	pass3_cone	5121	83095	13	UNL	5121	1	1.36	10.97	34.04	8.07	10.9	0.0
267597	pass3_cone	5121	101108	11	UNL	5121	1	15.39	1.4	116.33	2.07	1.41	0.0
267597	pass3_cone	5121	101109	11	UNL	5121	1	6.98	2.86	110.87	2.45	2.92	0.0
267597	pass3_cone	5121	101111	11	UNL	5121	1	7.91	2.91	107.38	2.82	2.99	0.0
267597	pass3_cone	5121	102114	13	UNL	5121	1	0.49	9.51	21.63	6.52	9.41	0.0
267597	pass3_cone	5121	103115	2212	UNL	5121	1	0.2	3.03	71.22	2.56	3.05	0.0
267597	pass3_cone	5121	106119	11	UNL	5121	1	4.85	2.22	80.4	4.92	2.24	0.0
267597	pass3_cone	5121	107120	2212	UNL	5121	1	5.65	6.29	126.43	8.81	6.54	0.0
268067	pass3_cone	15080	21021	13	UNL	15080	1	0.64	8.53	105.7	8.53	10.6	0.0
268067	pass3_cone	15080	51023	13	UNL	15080	1	0.31	11.24	86.2	11.24	9.82	0.0
268067	pass3_cone	15080	52024	13	UNL	15080	1	1.85	6.86	94.47	6.86	4.79	0.0
268067	pass3_cone	15080	53025	11	UNL	15080	1	1.87	1.15	89.2	1.15	2.73	0.0
268067	pass3_cone	15080	54026	11	UNL	15080	1	1.01	11.64	95.84	11.64	12.45	0.0
268067	pass3_cone	15080	55027	11	UNL	15080	1	1.8	6.98	98.8	6.98	6.01	0.0
268067	pass3_cone	15080	56028	13	UNL	15080	1	0.63	10.97	50.59	10.97	12.59	0.0
268067	pass3_cone	15080	58030	13	UNL	15080	1	0.18	3.88	45.13	3.88	4.33	0.0
268067	pass3_cone	15080	59031	2212	UNL	15080	1	0.96	6.1	41.68	6.1	7.43	0.0
268067	pass3_cone	15080	60032	13	UNL	15080	1	0.5	12.19	53.59	12.19	10.75	0.0
268067	pass3_cone	15080	61033	11	UNL	15080	1	2.5	6.52	34.47	6.52	6.72	0.0
268067	pass3_cone	15080	65037	11	UNL	15080	1	4.4	9.69	71.2	9.69	8.38	0.0
268067	pass3_cone	15080	66043	13	UNL	15080	1	3.68	2.42	87.72	2.42	4.05	0.0
268067	pass3_cone	15080	66045	11	UNL	15080	1	5.76	1.23	83.78	1.23	2.23	0.0
268067	pass3_cone	15080	66046	11	UNL	15080	1	3.14	1.23	83.78	1.23	2.23	0.0
268067	pass3_cone	15080	66047	11	UNL	15080	1	4.4	1.54	79.57	1.54	2.45	0.0
268067	pass3_cone	15080	67049	11	UNL	15080	1	2.89	1.54	68.41	1.54	1.17	0.0
268067	pass3_cone	15080	67053	13	UNL	15080	1	4.71	1.29	71.06	1.29	0.96	0.0
268067	pass3_cone	15080	69055	13	UNL	15080	1	0.44	3.1	65.86	3.1	4.76	0.0
268067	pass3_cone	15080	70057	11	UNL	15080	1	17.66	1.49	50.79	1.49	0.99	0.0
268067	pass3_cone	15080	70059	11	UNL	15080	1	5.38	2.32	65.9	2.32	0.83	0.0
268067	pass3_cone	15080	70061	11	UNL	15080	1	9.1	3.81	69.92	3.81	2.45	0.0
268067	pass3_cone	15080	70063	11	UNL	15080	1	17.39	1.49	50.79	1.49	0.94	0.0
268067	pass3_cone	15080	70064	11	UNL	15080	1	5.17	2.53	50.62	2.53	1.81	0.0
268784	pass3_cone	13027	13020	11	UNL	13027	1	2.83	4.48	39.77	3.99	0.69	0.0
268784	pass3_cone	13027	13022	13	UNL	13027	1	10.31	2.97	40.76	2.62	1.37	0.0
268784	pass3_cone	13027	13023	11	UNL	13027	1	5.7	1.71	50.36	1.03	2.66	0.0
268784	pass3_cone	13027	32055	13	UNL	13027	1	2.79	15.37	63.96	14.8	11.91	0.0
268784	pass3_cone	13027	33056	13	UNL	13027	1	2.35	17.2	50.09	16.51	14.36	0.0
268784	pass3_cone	13027	34057	11	UNL	13027	1	0.78	17.32	47.39	16.64	14.19	0.0
268784	pass3_cone	13027	41064	13	UNL	13027	1	1.27	22.39	47.71	22.18	23.19	0.0
268784	pass3_cone	13027	43066	13	UNL	13027	1	0.1	14.35	76.32	13.67	10.38	0.0
268784	pass3_cone	13027	44067	2212	UNL	13027	1	0.69	8.45	78.74	7.78	4.4	0.0
268784	pass3_cone	13027	45068	13	UNL	13027	1	0.32	9.93	68.49	10.42	13.62	0.0
268784	pass3_cone	13027	46069	13	UNL	13027	1	0.42	12.44	105.35	12.17	12.58	0.0
268784	pass3_cone	13027	47070	13	UNL	13027	1	0.37	5.69	113.47	5.47	6.71	0.0
268784	pass3_cone	13027	48071	13	UNL	13027	1	0.37	7.18	105.5	6.57	5.15	0.0
268784	pass3_cone	13027	49072	11	UNL	13027	1	2.28	6.26	118.6	6.17	5.67	0.0
268784	pass3_cone	13027	50073	11	UNL	13027	1	2.97	6.17	78.71	6.42	9.15	0.0
268784	pass3_cone	13027	51074	13	UNL	13027	1	0.69	5.98	77.37	6.46	9.7	0.0
268784	pass3_cone	13027	54077	13	UNL	13027	1	0.55	18.04	35.09	17.7	15.25	0.0
268784	pass3_cone	13027	56079	13	UNL	13027	1	1.03	2.97	31.98	3.12	6.1	0.0
268784	pass3_cone	13027	60083	13	UNL	13027	1	0.34	11.28	105.49	10.89	10.78	0.0
268784	pass3_cone	13027	63086	11	UNL	13027	1	0.63	4.81	76.51	5.5	8.79	0.0
268784	pass3_cone	13027	64087	11	UNL	13027	1	2.67	2.33	72.56	1.66	2.3	0.0
268784	pass3_cone	13027	65088	11	UNL	13027	1	1.95	10.47	100.59	10.45	12.19	0.0
268784	pass3_cone	13027	73089	11	UNL	13027	1	1.09	2.7	41.61	2.02	1.74	0.0
268784	pass3_cone	13027	74098	11	UNL	13027	1	0.78	3.0	86.0	3.66	6.74	0.0
268784	pass3_cone	13027	74100	11	UNL	13027	1	7.72	2.56	71.79	2.75	4.46	0.0
268784	pass3_cone	13027	74101	11	UNL	13027	1	17.54	2.86	55.94	2.65	3.01	0.0
268784	pass3_cone	13027	74102	11	UNL	13027	1	8.36	2.56	71.79	2.75	4.28	0.0
268784	pass3_cone	13027	74103	11	UNL	13027	1	12.68	3.02	78.03	2.85	3.0	0.0
268784	pass3_cone	13027	76117	11	UNL	13027	1	3.67	11.09	50.12	10.5	7.22	0.0
268784	pass3_cone	13027	76118	11	UNL	13027	1	2.68	7.72	50.84	7.11	3.53	0.0
268784	pass3_cone	13027	76119	11	UNL	13027	1	1.36	7.48	49.61	6.88	3.17	0.0
268784	pass3_cone	13027	76120	13	UNL	13027	1	4.31	11.39	50.66	10.79	7.01	0.0
268784	pass3_cone	13027	77121	11	UNL	13027	1	7.38	2.77	89.05	2.47	2.94	0.0
268784	pass3_cone	13027	79126	11	UNL	13027	1	2.05	17.02	56.32	16.49	12.46	0.0
269774	pass3_cone	87134	34046	13	UNL	87134	1	0.41	23.81	42.26	23.81	23.66	0.0
269774	pass3_cone	87134	35047	13	UNL	37049	0	3.52	2.26	190.02	2.26	1.34	0.0
269774	pass3_cone	87134	37049	13	UNL	37049	0	0.23	1.52	183.63	1.52	0.68	0.0
269774	pass3_cone	87134	40052	13	UNL	87134	1	0.58	4.63	127.08	4.63	3.63	0.0
269774	pass3_cone	87134	45057	13	UNL	87134	1	0.32	4.83	116.71	4.83	3.85	0.0
269774	pass3_cone	87134	47059	13	UNL	87134	1	1.47	5.89	118.16	5.89	4.81	0.0
269774	pass3_cone	87134	49061	13	UNL	87134	1	0.52	2.58	113.95	2.58	2.73	0.0
269774	pass3_cone	87134	51063	13	UNL	87134	1	0.67	4.25	114.79	4.25	3.17	0.0
269774	pass3_cone	87134	53065	13	UNL	87134	1	0.21	6.69	123.1	6.69	5.78	0.0
269774	pass3_cone	87134	54066	13	UNL	87134	1	0.38	3.27	112.58	3.27	2.53	0.0
269774	pass3_cone	87134	55067	13	UNL	87134	1	0.37	6.74	109.03	6.74	5.66	0.0
269774	pass3_cone	87134	59071	11	UNL	87134	1	0.62	3.2	103.33	3.2	2.24	0.0
269774	pass3_cone	87134	60072	2212	UNL	87134	1	0.46	5.17	73.63	5.17	4.08	0.0
269774	pass3_cone	87134	64076	11	UNL	87134	1	2.31	4.39	83.35	4.39	3.75	0.0
269774	pass3_cone	87134	66078	11	UNL	87134	1	1.53	3.96	84.18	3.96	2.88	0.0
269774	pass3_cone	87134	69081	13	UNL	87134	1	0.81	9.03	93.1	9.03	7.99	0.0
269774	pass3_cone	87134	72084	13	UNL	87134	1	0.24	4.45	106.12	4.45	3.37	0.0
269774	pass3_cone	87134	73085	13	UNL	87134	1	0.72	9.17	45.41	9.17	10.03	0.0
269774	pass3_cone	87134	74086	13	UNL	87134	1	2.71	3.51	102.09	3.51	4.15	0.0
269774	pass3_cone	87134	75087	13	UNL	87134	1	0.37	1.49	107.78	1.49	1.7	0.0
269774	pass3_cone	87134	76088	13	UNL	87134	1	0.18	1.8	95.78	1.8	2.56	0.0
269774	pass3_cone	87134	82091	13	UNL	87134	1	1.07	14.11	50.27	14.11	14.88	0.0
269774	pass3_cone	87134	85108	11	UNL	87134	1	3.11	6.49	66.14	6.49	6.29	0.0
269774	pass3_cone	87134	85113	11	UNL	87134	1	20.4	2.29	48.98	2.29	2.21	0.0
