ev	seg	pdg	verdict	kept	len_cm	mdqdx	p90dqdx	score	declined	key
400474	49052	2212	UNL	1	0.44	1.318	1.347	100.0	0	0
400474	54057	13	UNL	1	0.94	0.565	0.582	100.0	0	0
400474	56059	13	UNL	1	0.37	0.751	0.898	100.0	0	0
400474	57060	13	UNL	1	0.24	0.452	0.506	100.0	0	0
400474	58061	13	UNL	1	0.43	0.699	0.766	100.0	0	0
400474	60063	13	UNL	1	0.52	0.731	0.801	100.0	0	0
400474	61064	13	UNL	1	0.37	1.208	1.214	100.0	0	0
400474	64071	13	UNL	1	0.32	0.538	0.581	100.0	0	0
400474	65072	13	UNL	1	0.32	0.858	0.956	100.0	0	0
400474	84082	13	UNL	1	2.32	1.21	1.698	100.0	0	0
400474	88091	13	UNL	1	0.36	0.953	0.981	100.0	0	0
400474	105111	13	UNL	1	0.27	0.452	0.454	100.0	0	0
401450	62070	2212	UNL	1	0.39	1.679	1.701	100.0	0	0
401450	63071	13	UNL	1	0.46	2.104	2.342	0.4417354401805254	0	0
401450	65073	13	UNL	1	0.23	0.601	0.637	100.0	0	0
401450	66074	13	UNL	1	0.39	0.851	1.14	100.0	0	0
401450	68076	13	UNL	1	0.57	0.405	0.422	100.0	0	0
401450	71079	13	UNL	1	2.17	0.451	0.506	100.0	0	0
401450	76084	2212	UNL	1	0.36	1.504	1.521	100.0	0	0
401450	83091	13	UNL	1	0.31	0.594	0.714	100.0	0	0
401450	85093	13	UNL	1	0.13	1.119	1.141	100.0	0	0
401450	87095	13	UNL	1	1.68	0.959	1.466	100.0	0	0
401450	88100	13	UNL	1	1.71	1.119	1.36	100.0	0	0
406125	36019	13	UNL	1	0.31	0.346	0.354	100.0	0	0
406125	39022	13	UNL	1	0.94	0.656	0.664	100.0	0	0
406125	40023	13	UNL	1	0.27	0.883	0.918	100.0	0	0
406125	46029	13	UNL	1	0.32	0.708	0.749	100.0	0	0
406125	52038	13	UNL	1	0.28	0.881	0.881	100.0	0	0
406125	56042	13	UNL	1	0.3	0.623	0.664	100.0	0	0
406125	57043	13	UNL	1	0.35	0.543	0.602	100.0	0	0
408304	38024	13	UNL	1	3.4	1.044	1.24	100.0	0	0
408304	50025	13	UNL	1	0.33	0.289	0.301	100.0	0	0
408304	52029	211	UNL	1	1.02	0.65	1.089	100.0	0	0
408304	52030	13	UNL	1	2.36	1.199	1.417	100.0	0	0
408304	53031	13	UNL	1	1.03	0.939	0.961	100.0	0	0
408678	52027	13	UNL	1	0.22	1.103	1.124	100.0	0	0
409140	41011	13	OUT	1	0.27	0.566	0.574	100.0	0	0
409140	42012	13	OUT	1	0.25	1.271	1.283	100.0	0	0
415278	23022	211	UNL	1	36.41	0.475	0.903	100.0	1	1
415278	23047	13	UNL	1	56.33	0.606	1.477	0.7424696818140162	1	1
415278	23049	2212	UNL	1	11.8	3.4	4.663	0.14759490610471596	0	1
415278	23194	211	UNL	1	1.54	0.673	0.832	100.0	0	1
415278	24072	13	UNL	1	22.13	1.178	2.58	100.0	1	1
415278	24082	211	UNL	1	3.56	0.471	0.915	100.0	0	1
415278	55085	13	UNL	1	0.89	1.026	1.042	100.0	0	1
415278	56089	2212	UNL	1	14.0	2.617	4.303	0.1792838547724509	0	1
415278	57102	13	UNL	1	0.46	0.42	0.446	100.0	0	1
415278	59104	2212	UNL	1	0.45	1.305	1.337	100.0	0	1
415278	60105	13	UNL	1	1.1	1.166	1.169	100.0	0	1
415278	61106	13	UNL	1	0.7	1.155	1.245	100.0	0	1
415278	65114	13	UNL	1	1.56	0.645	0.681	100.0	0	1
415278	72128	13	UNL	1	7.03	1.94	2.756	0.11730109486112537	0	1
415278	77133	13	UNL	0	0.38	0.693	0.715	100.0	0	1
415278	79135	13	UNL	1	0.37	0.738	0.778	100.0	0	1
415278	82138	13	UNL	1	0.33	1.07	1.126	100.0	0	1
415278	87143	13	UNL	1	0.66	1.056	1.22	100.0	0	1
415278	90146	13	UNL	1	0.31	0.451	0.472	100.0	0	1
415278	91147	13	UNL	1	0.34	0.801	0.836	100.0	0	1
415278	95151	2212	UNL	1	0.32	1.713	1.717	100.0	0	1
415278	101166	13	UNL	1	3.6	0.982	1.217	100.0	0	1
422851	21029	13	UNL	1	3.62	0.217	0.225	100.0	0	0
422851	23031	13	UNL	1	0.41	0.23	0.263	100.0	0	0
422851	24032	13	UNL	1	2.31	0.27	0.336	100.0	0	0
422851	28036	13	UNL	1	0.7	0.837	0.89	100.0	0	0
422851	30038	2212	UNL	1	0.32	1.309	1.871	100.0	0	0
422851	31039	13	UNL	1	1.34	0.771	0.794	100.0	0	0
422851	32040	13	UNL	1	0.2	0.37	0.371	100.0	0	0
422851	33041	13	UNL	1	0.34	0.458	0.47	100.0	0	0
422851	34042	13	UNL	1	0.34	0.452	0.515	100.0	0	0
422851	36044	13	UNL	1	0.78	0.956	1.035	100.0	0	0
422851	37045	13	UNL	1	0.13	0.895	0.984	100.0	0	0
422851	38046	13	UNL	1	0.32	0.377	0.423	100.0	0	0
422851	47055	13	UNL	1	1.4	1.895	2.769	0.19128227138155418	0	0
422851	48056	13	UNL	1	0.23	0.424	0.535	100.0	0	0
422851	49057	13	UNL	1	0.24	0.505	0.601	100.0	0	0
422851	50058	13	UNL	1	0.34	0.674	0.693	100.0	0	0
422851	51059	13	UNL	1	0.25	0.611	0.622	100.0	0	0
422851	54062	13	UNL	1	0.11	0.648	0.651	100.0	0	0
422851	57065	13	UNL	1	0.13	0.971	1.134	100.0	0	0
422851	60068	13	UNL	1	0.47	0.435	0.581	100.0	0	0
422851	76069	13	UNL	1	1.79	0.911	1.012	100.0	0	0
422851	77070	13	UNL	1	1.37	1.113	1.384	100.0	0	0
422851	81100	13	UNL	1	0.79	0.957	1.137	100.0	0	0
433451	4064	13	UNL	0	7.45	0.556	0.882	100.0	0	0
433451	32106	13	UNL	0	0.25	0.46	0.493	100.0	0	0
433451	34108	13	UNL	0	1.73	0.691	0.788	100.0	0	0
433451	39113	13	UNL	0	0.39	0.554	0.585	100.0	0	0
433451	40114	13	UNL	0	0.6	1.182	1.242	100.0	0	0
433451	42116	2212	UNL	0	0.48	1.297	1.526	100.0	0	0
433451	43117	13	UNL	0	0.53	0.948	1.212	100.0	0	0
433451	45119	13	UNL	0	0.44	0.622	0.626	100.0	0	0
433451	48122	13	UNL	0	0.35	0.44	0.528	100.0	0	0
433451	49123	13	UNL	0	0.56	0.399	0.416	100.0	0	0
433451	50124	2212	UNL	0	0.28	1.53	1.682	100.0	0	0
433451	52126	13	UNL	0	0.43	0.698	0.851	100.0	0	0
433451	55129	13	UNL	0	0.3	0.707	0.846	100.0	0	0
433451	56130	13	UNL	0	0.66	0.418	0.428	100.0	0	0
433451	59133	13	UNL	0	1.78	1.126	1.428	100.0	0	0
433451	60134	13	UNL	0	0.31	0.365	0.399	100.0	0	0
433451	62136	2212	UNL	0	0.55	1.741	2.041	100.0	0	0
433451	64138	13	UNL	0	0.93	0.697	0.719	100.0	0	0
433451	65139	13	UNL	0	0.69	1.099	1.242	100.0	0	0
433451	68142	13	UNL	0	0.64	0.954	1.078	100.0	0	0
433451	69143	13	UNL	0	0.23	0.989	1.082	100.0	0	0
433451	70144	13	UNL	0	1.85	1.381	3.28	0.45557674692600075	0	0
433451	71145	13	UNL	0	0.42	0.767	0.804	100.0	0	0
433451	72146	13	UNL	0	0.34	0.584	0.711	100.0	0	0
433451	73147	13	UNL	0	0.71	0.525	0.528	100.0	0	0
433451	74148	13	UNL	0	0.42	1.007	1.019	100.0	0	0
433451	75149	13	UNL	0	0.55	0.82	0.945	100.0	0	0
433451	78152	13	UNL	0	0.52	0.986	1.094	100.0	0	0
433451	79153	13	UNL	0	0.82	1.244	1.25	100.0	0	0
433451	97171	13	UNL	0	0.91	0.689	0.767	100.0	0	0
433451	98177	13	UNL	0	4.53	0.856	1.005	100.0	0	0
433451	101180	13	UNL	0	3.26	0.819	1.017	100.0	0	0
433451	121185	13	UNL	0	7.3	0.826	1.277	100.0	0	0
433451	127218	13	UNL	0	3.06	0.655	0.792	100.0	0	0
437699	19040	13	UNL	0	1.68	1.69	2.169	0.48063547537885554	0	0
437699	82042	13	UNL	0	1.42	0.514	0.525	100.0	0	0
437699	87047	13	UNL	0	2.48	1.06	1.623	100.0	0	0
437699	88048	2212	UNL	0	0.38	1.507	1.576	100.0	0	0
437699	89049	2212	UNL	0	0.57	1.312	1.412	100.0	0	0
437699	90050	13	UNL	0	0.25	1.23	1.252	100.0	0	0
437699	91051	13	UNL	0	0.2	1.203	1.232	100.0	0	0
437699	106071	13	UNL	0	0.34	0.816	0.985	100.0	0	0
437699	111076	13	UNL	0	0.7	0.966	1.118	100.0	0	0
437699	112077	13	UNL	0	0.45	0.473	0.482	100.0	0	0
437699	114079	13	UNL	0	0.78	0.825	0.925	100.0	0	0
437699	117084	13	UNL	0	3.86	0.761	0.898	100.0	0	0
437699	118085	13	UNL	0	5.89	0.886	1.5	100.0	0	0
437699	119096	13	UNL	0	4.64	1.513	2.486	0.10448337080618904	0	0
444187	60073	13	UNL	1	0.91	0.636	0.645	100.0	0	0
444187	62075	13	UNL	1	0.73	1.005	1.037	100.0	0	0
447477	36023	13	UNL	1	0.39	1.223	1.282	100.0	0	0
447477	37024	2212	UNL	1	0.42	1.439	1.671	100.0	0	0
447477	40027	13	UNL	1	0.39	0.628	0.637	100.0	0	0
447477	41028	13	UNL	1	0.25	0.778	0.796	100.0	0	0
447477	42029	13	UNL	1	0.7	0.523	0.536	100.0	0	0
447477	44031	13	UNL	1	0.32	0.779	0.853	100.0	0	0
447477	49036	13	UNL	1	0.66	0.635	0.657	100.0	0	0
447477	50037	2212	UNL	1	0.27	1.511	1.536	100.0	0	0
447477	54041	13	UNL	1	0.87	0.356	0.363	100.0	0	0
447477	55042	13	UNL	1	0.38	0.731	0.746	100.0	0	0
447477	57044	13	UNL	1	0.26	0.433	0.465	100.0	0	0
447477	59046	13	UNL	1	0.23	0.445	0.479	100.0	0	0
447477	60047	2212	UNL	1	0.42	1.66	1.72	100.0	0	0
447477	62049	13	UNL	1	0.59	0.417	0.417	100.0	0	0
447477	70055	13	UNL	1	6.63	0.997	1.338	100.0	0	0
447477	76078	13	UNL	1	1.73	1.036	1.318	100.0	0	0
486687	81022	13	UNL	1	0.53	0.71	0.724	100.0	0	0
489327	70009	13	UNL	1	0.37	0.465	0.485	100.0	0	0
489327	71010	13	UNL	1	2.18	1.205	1.65	100.0	0	0
489327	72011	13	UNL	1	1.1	0.738	0.738	100.0	0	0
489327	74013	13	UNL	1	0.55	0.502	0.517	100.0	0	0
489327	77016	13	UNL	1	0.89	0.988	1.216	100.0	0	0
489327	80019	13	UNL	1	0.52	0.902	1.062	100.0	0	0
489327	81020	13	UNL	1	0.31	0.363	0.448	100.0	0	0
489327	86045	13	UNL	1	7.14	0.932	1.357	100.0	0	0
489327	87051	2212	UNL	1	0.72	1.807	1.855	100.0	0	0
489330	29054	13	UNL	0	0.13	0.675	0.701	100.0	0	0
489330	30055	13	UNL	0	0.34	0.403	0.46	100.0	0	0
489330	31056	13	UNL	0	0.55	0.592	0.648	100.0	0	0
489330	33058	13	UNL	0	0.59	0.58	0.69	100.0	0	0
489330	34059	2212	UNL	0	0.23	1.404	1.421	100.0	0	0
489330	35060	13	UNL	0	0.33	1.083	1.099	100.0	0	0
489330	37062	2212	UNL	0	0.26	1.258	1.346	100.0	0	0
489330	43068	13	UNL	0	0.35	0.88	1.059	100.0	0	0
489330	53070	13	UNL	0	2.07	0.485	0.52	100.0	0	0
489330	54086	13	UNL	0	7.22	1.159	1.739	100.0	0	0
489330	56117	13	UNL	0	0.16	0.928	1.076	100.0	0	0
499423	40014	2212	OUT	0	1.61	4.315	4.939	0.09083375368405988	0	0
499577	70037	13	UNL	1	0.23	0.583	0.59	100.0	0	0
499577	77051	13	UNL	1	1.92	2.391	2.963	0.13773545097073656	0	0
499577	95059	2212	OUT	1	6.52	3.84	4.2	0.1288766858770981	0	0
500083	30005	13	UNL	1	0.47	0.493	0.495	100.0	0	0
