sample	event	class	A_deg	A_stub3	A_stub5	A_stub10	A_shortest	B_deg	B_stub3	B_stub5	B_stub10	B_shortest
mcp2k	74270	toward	1	0	0	0	4.9	1	0	0	0	18.3
mcp2k	74336	non-mover	2	0	0	0	13.0	2	0	0	0	12.8
mcp2k	74380	non-mover	3	0	0	1	5.3	3	0	0	1	5.1
mcp2k	75040	non-mover	2	0	0	1	3.0	2	0	1	1	4.7
mcp2k	75135	non-mover	2	0	0	0	20.0	2	0	0	0	20.1
mcp2k	75316	non-mover	2	0	0	0	10.2	2	0	0	0	31.4
mcp2k	75377	non-mover	2	0	0	1	7.7	2	0	0	1	7.4
mcp2k	75554	non-mover	1	0	0	0	128.0	1	0	0	0	128.6
mcp2k	75678	non-mover	1	0	0	0	42.7	1	0	0	0	42.4
mcp2k	75954	non-mover	2	0	0	0	16.6	3	0	1	1	4.2
mcp2k	76038	non-mover	2	0	0	1	8.3	2	0	0	1	8.4
mcp2k	76059	non-mover	3	0	1	1	3.5	3	0	0	1	5.0
mcp2k	76250	non-mover	2	0	0	0	18.6	2	0	0	0	20.0
mcp2k	76280	non-mover	2	0	0	0	17.6	2	0	0	0	16.9
mcp2k	76346	toward	2	0	1	1	3.6	1	0	0	0	14.0
mcp2k	76866	toward	1	0	0	0	20.5	1	0	0	0	22.1
mcp2k	76888	non-mover	2	0	0	0	11.6	2	0	0	0	11.3
mcp2k	76998	non-mover	1	0	0	0	150.7	1	0	0	0	200.3
mcp2k	77328	non-mover	2	0	0	0	3.7	2	0	0	0	13.0
mcp2k	77702	non-mover	2	0	1	1	4.1	2	0	1	1	4.1
mcp2k	77846	non-mover	2	0	0	0	14.4	2	0	0	0	13.8
mcp2k	77878	non-mover	3	0	1	2	3.9	4	1	1	2	2.8
mcp2k	78242	non-mover	2	0	0	0	19.4	2	0	0	0	19.1
mcp2k	79491	non-mover	2	0	0	0	44.2	2	0	0	0	43.9
mcp2k	79616	non-mover	1	0	0	0	327.0	1	0	0	0	122.2
mcp2k	81420	non-mover	2	0	0	0	16.1	2	0	0	0	16.4
mcp2k	90135	away	1	1	1	1	1.9	1	1	1	1	2.0
mcp2k	90179	non-mover	2	0	0	1	9.0	2	0	0	1	9.0
mcp2k	91235	non-mover	2	0	0	0	21.3	2	0	0	0	21.7
mcp2k	91367	non-mover	2	0	0	1	7.8	2	0	0	1	7.8
mcp2k	91917	non-mover	2	0	0	0	18.5	2	0	0	0	17.8
mcp2k	92134	non-mover	2	0	0	0	88.0	2	0	0	0	87.7
mcp2k	92225	non-mover	3	1	1	2	1.9	3	1	1	2	1.9
mcp2k	92904	toward	1	0	0	0	18.6	2	0	0	1	7.1
mcp2k	92992	away	2	0	0	1	6.6	1	0	0	0	57.2
mcp2k	93105	non-mover	3	0	0	0	38.8	2	0	0	0	37.9
mcp2k	93545	non-mover	1	0	0	0	37.3	1	0	0	0	36.6
mcp2k	93677	non-mover	4	0	0	2	5.6	4	0	0	2	5.8
mcp2k	93696	non-mover	4	1	1	2	1.4	3	0	0	1	7.8
mcp2k	93776	non-mover	1	0	0	0	31.9	2	0	1	1	3.7
mcp2k	94224	non-mover	5	0	0	2	6.3	3	0	0	0	4.1
mcp2k	94293	non-mover	2	0	0	0	30.1	2	0	0	0	30.3
mcp2k	94392	non-mover	3	0	0	1	8.7	2	0	0	0	9.2
mcp2k	94546	non-mover	2	0	1	1	4.3	3	1	2	2	2.7
mcp2k	94678	non-mover	1	0	0	0	105.6	1	0	0	0	105.1
mcp2k	94942	non-mover	4	0	1	3	3.8	4	0	1	3	3.0
mcp2k	95074	non-mover	3	1	1	2	2.3	3	1	1	2	2.5
mcp2k	95170	non-mover	2	1	1	1	1.4	1	0	0	0	67.4
mcp2k	95405	non-mover	2	0	0	0	25.0	2	0	0	0	21.6
mcp2k	95412	non-mover	2	0	0	0	15.5	4	1	1	1	2.8
mcp2k	95690	non-mover	2	0	0	0	40.0	2	0	0	0	39.5
mcp2k	96306	non-mover	2	0	1	1	3.7	2	0	1	1	3.9
mcp2k	97062	toward	1	0	0	0	10.6	2	0	0	0	25.4
mcp2k	97231	non-mover	3	0	1	1	3.2	3	0	0	1	5.1
mcp2k	98294	non-mover	1	0	0	0	16.3	2	0	0	0	15.1
mcp2k	98353	non-mover	2	1	1	1	1.4	2	0	0	2	6.7
mcp2k	98470	non-mover	2	0	0	0	45.6	2	0	0	0	56.6
mcp2k	98704	non-mover	1	0	0	0	18.9	1	0	0	0	19.2
mcp2k	98778	non-mover	2	0	0	0	12.2	2	0	0	0	11.9
mcp2k	98947	non-mover	2	0	0	0	26.3	3	1	1	1	1.6
mcp2k	99232	away	2	0	0	0	51.7	1	0	0	0	275.1
mcp2k	99716	non-mover	3	1	1	1	2.1	2	0	0	0	96.0
mcp2k	99838	non-mover	2	0	1	1	4.8	2	0	1	1	4.0
mcp2k	99959	non-mover	1	0	0	1	5.3	1	0	0	1	5.2
