mode,sample,apa,event,flash_index,time_ns,total_pe,n_active_pmt,n_zero_excl_chmask,n_zero_incl_chmask,min_pe_active,min_nonzero_pe
data,100,0,5814,1,88747.3,14758.2,53,4,10,0,11.517
data,100,0,5814,2,-874237,15131.3,53,4,10,0,84.9763
data,100,0,5814,3,-982654,13645.6,53,4,10,0,0.824
data,100,0,5814,4,511727,12458.6,53,4,10,0,13.7962
data,100,0,5814,5,-504105,18345.7,53,4,10,0,14.1991
data,100,0,5814,6,114606,23776.3,53,4,10,0,52.0175
data,100,0,5814,7,804425,10573.9,53,4,10,0,33.9228
data,100,0,5814,8,964199,8602.25,53,4,11,0,3.85125
data,100,0,5814,9,859889,3252.6,53,4,10,0,4.7066
data,100,0,5814,10,1.2347e+06,1480.97,53,6,12,0,0.7595
data,100,0,5814,11,-1.46942e+06,1244.56,53,5,11,0,1.23855
data,100,0,5814,12,-651842,1493.34,53,4,10,0,0.673375
data,100,0,5814,13,608056,637.654,53,6,12,0,0.77215
data,100,0,5814,14,-355767,496.579,53,8,14,0,1.0307
data,100,0,5814,15,1.41332e+06,517.734,53,5,11,0,1.44962
data,100,0,5814,16,-1.49985e+06,194.61,53,10,16,0,1.16525
data,100,0,5814,17,139251,258.531,53,8,14,0,0.714125
data,100,0,5814,18,344710,206.87,53,8,14,0,0.67935
data,100,0,5814,19,1.04816e+06,189.773,53,5,11,0,0.9686
data,100,0,5902,0,-733.001,10674.6,53,4,10,0,13.9362
data,100,0,5902,1,-206080,9218.93,53,4,10,0,11.166
data,100,0,5902,2,191001,11418.7,53,4,10,0,42.7028
data,100,0,5902,3,-1.03167e+06,7384.11,53,4,10,0,9.66075
data,100,0,5902,4,576986,24850.6,53,4,10,0,45.9224
data,100,0,5902,5,1.33303e+06,6665.67,53,4,11,0,12.5726
data,100,0,5902,6,-763681,6107.01,53,4,10,0,26.7528
data,100,0,5902,7,-538811,3603.01,53,4,10,0,6.44585
data,100,0,5902,8,173563,3168.61,53,4,10,0,13.4645
data,100,0,5902,9,833254,320.678,53,20,26,0,0.7274
data,100,0,5902,10,436139,462.808,53,4,10,0,0.6234
data,100,0,5902,11,464867,234.289,53,9,15,0,0.8538
data,100,0,5902,12,-1.30492e+06,209.542,53,4,10,0,0.61495
data,100,0,5902,13,1.27664e+06,124.697,53,15,21,0,0.6919
data,100,0,5902,14,-590120,148.951,53,10,16,0,0.8672
data,100,0,5946,0,-742.682,8976.66,53,4,10,0,3.2234
data,100,0,5946,1,-830738,11762.4,53,4,10,0,62.678
data,100,0,5946,2,-411594,6104.71,53,4,10,0,3.05645
data,100,0,5946,3,567051,9198.62,53,4,10,0,44.4703
data,100,0,5946,4,-972870,9620.9,53,4,10,0,19.6505
data,100,0,5946,5,88075.4,6192.03,53,4,10,0,18.1674
data,100,0,5946,6,-216299,1940.8,53,4,10,0,7.4356
data,100,0,5946,7,-420550,1420.28,53,4,10,0,5.1847
data,100,0,5946,8,-250075,612.496,53,7,13,0,0.798925
data,100,0,5946,9,-1.20965e+06,372.231,53,5,11,0,1.4056
data,100,0,5946,10,1.48685e+06,160.872,53,14,20,0,0.66765
data,100,0,5946,11,-761023,141.65,53,6,12,0,0.517925
data,100,0,5946,12,-1.07014e+06,129.279,53,12,18,0,0.419375
data,100,0,5990,0,1.24423e+06,17364.6,53,4,10,0,29.7023
data,100,0,5990,1,-737.352,12305.2,53,4,10,0,56.6246
data,100,0,5990,2,-579189,7721.63,53,4,10,0,20.2061
data,100,0,5990,3,-1.34538e+06,1458.31,53,4,11,0,0.1542
data,100,0,5990,4,911752,1199.48,53,4,10,0,1.8063
data,100,0,5990,5,-427442,1032.24,53,4,10,0,2.0119
data,100,0,6364,0,1.51186e+06,21098.1,53,4,10,0,37.1932
data,100,0,6364,1,363434,10687.3,53,4,10,0,16.0251
data,100,0,6364,2,-528109,2290.44,53,4,10,0,5.10063
data,100,0,6364,3,-985598,1869.6,53,4,10,0,1.49255
data,100,0,6364,4,602970,1315.95,53,4,10,0,1.07165
data,100,0,6364,5,-960859,1453.41,53,4,10,0,2.0041
data,100,0,6364,6,1.28789e+06,308.633,53,4,10,0,0.9138
data,100,0,6364,7,-454279,224.138,53,8,14,0,1.21875
data,100,0,6364,8,-906330,178.911,53,7,13,0,0.827375
data,100,0,6364,9,-735.618,124.474,53,14,20,0,0.990775
data,100,0,6738,0,-1.12573e+06,7317.11,53,4,10,0,2.63005
data,100,0,6738,1,-1.46342e+06,13358.3,53,4,10,0,3.1991
data,100,0,6738,2,1.09643e+06,3510.02,53,4,10,0,4.44255
data,100,0,6738,3,1.48265e+06,1349.24,53,5,11,0,1.4745
data,100,0,6738,4,-730.52,2536.66,53,7,13,0,0.7455
data,100,0,6738,5,12575.1,278.225,53,4,10,0,1.0161
data,100,0,6738,6,-1.14705e+06,283.417,53,7,13,0,1.2228
data,100,0,6738,7,-1.15998e+06,212.605,53,7,13,0,0.5388
data,100,0,6892,0,-188305,44354.1,53,4,10,0,141.691
data,100,0,6892,1,-1.23251e+06,15063.3,53,4,10,0,108.917
data,100,0,6892,2,-1.3924e+06,13442.4,53,4,10,0,95.9434
data,100,0,6892,3,251204,12069.9,53,4,10,0,56.7223
data,100,0,6892,4,239305,7841.56,53,4,10,0,13.781
data,100,0,6892,5,1.09507e+06,9491.23,53,4,10,0,20.4492
data,100,0,6892,6,-218106,7479.68,53,4,10,0,13.1622
data,100,0,6892,7,733771,3969.01,53,5,11,0,1.22365
data,100,0,6892,8,299072,1381.48,53,4,11,0,1.3334
data,100,0,6892,9,6837.09,140.101,53,15,22,0,0.7312
data,100,0,6892,10,882552,223.076,53,6,12,0,0.415725
data,100,0,6892,11,-842630,286.481,53,6,12,0,0.8645
data,100,0,6892,12,-350061,156.845,53,11,17,0,0.584
data,100,0,6892,13,1.35467e+06,118.751,53,7,13,0,0.5517
data,100,0,7090,0,-735.779,20871.9,53,4,10,0,91.2136
data,100,0,7090,1,-202853,14364.3,53,4,10,0,22.7329
data,100,0,7090,2,-616252,13421.1,53,4,10,0,44.0217
data,100,0,7090,3,-1.43663e+06,11139.7,53,4,10,0,10.3982
data,100,0,7090,4,202724,9754.17,53,4,10,0,9.2244
data,100,0,7090,5,688664,7015.16,53,4,10,0,11.8396
data,100,0,7090,6,253843,11348,53,4,10,0,47.0417
data,100,0,7090,7,1.24051e+06,5027.42,53,4,10,0,2.23
data,100,0,7090,8,-1.09539e+06,4131.3,53,4,11,0,1.112
data,100,0,7090,9,795074,8381.05,53,4,10,0,10.0475
data,100,0,7090,10,751798,3525.41,53,5,11,0,2.56175
data,100,0,7090,11,-1.23204e+06,367.106,53,16,22,0,0.57045
data,100,0,7090,12,671959,495.473,53,4,10,0,0.6393
data,100,0,7090,13,877329,23.0933,53,45,52,0,0.5686
data,100,0,7090,14,1.44473e+06,219.855,53,5,12,0,0.8469
data,100,0,7090,15,-577645,128.068,53,10,16,0,0.509625
data,100,0,7266,0,-742.403,17400,53,4,10,0,11.3273
data,100,0,7266,1,1.0702e+06,20177.7,53,4,10,0,70.3594
data,100,0,7266,2,1.08461e+06,11319.6,53,4,10,0,4.58
data,100,0,7266,3,-1.19994e+06,11599.4,53,4,10,0,29.499
data,100,0,7266,4,429075,17247,53,4,10,0,89.1812
data,100,0,7266,5,-688592,9687.73,53,4,10,0,16.7748
data,100,0,7266,6,1.01562e+06,7032.25,53,4,10,0,4.29217
data,100,0,7266,7,-416351,7705.23,53,4,10,0,22.7592
data,100,0,7266,8,1.33486e+06,3708.2,53,4,10,0,10.9704
data,100,0,7266,9,763298,975.998,53,4,10,0,3.07763
data,100,0,7266,10,-260185,916.22,53,10,16,0,0.7708
data,100,0,7266,11,88793.1,796.958,53,4,10,0,2.0992
data,100,0,7266,12,-1.29788e+06,324.113,53,9,15,0,0.78555
data,100,0,7266,13,553965,149.214,53,10,16,0,0.6908
data,100,0,7266,14,124675,132.517,53,9,15,0,0.5295
data,100,0,7310,0,312181,25975.7,53,4,10,0,59.8085
data,100,0,7310,1,-390974,11111.5,53,4,10,0,32.6702
data,100,0,7310,2,559207,9846.63,53,4,10,0,30.839
data,100,0,7310,3,-737.577,6806.33,53,4,10,0,4.4059
data,100,0,7310,4,-1.47449e+06,9836.68,53,4,10,0,10.8939
data,100,0,7310,5,988245,605.595,53,4,10,0,0.892225
data,100,0,7310,6,407441,412.632,53,4,10,0,0.832125
data,100,0,7376,0,448775,7678.63,53,4,10,0,2.6354
data,100,0,7376,1,-237361,7833.76,53,4,10,0,16.7221
data,100,0,7376,2,356289,11601.5,53,4,10,0,26.399
data,100,0,7376,3,910118,5827.64,53,4,10,0,13.794
data,100,0,7376,4,1.13609e+06,4323.31,53,4,10,0,1.1
data,100,0,7376,5,-737.601,5403.17,53,4,10,0,6.7397
data,100,0,7376,6,-1.01066e+06,2108.39,53,4,10,0,3.71895
data,100,0,7376,7,-867279,2870.53,53,4,10,0,1.91855
data,100,0,7376,8,-965961,2053.44,53,4,10,0,2.71595
data,100,0,7376,9,-1.03465e+06,1059.76,53,8,14,0,0.595925
data,100,0,7376,10,-1.33861e+06,14739.5,53,6,12,0,1.2795
data,100,0,7376,11,-158980,1410.23,53,4,10,0,2.94975
data,100,0,7376,12,1.29867e+06,674.928,53,6,12,0,0.73055
data,100,0,7376,13,102243,734.143,53,9,15,0,0.87755
data,100,0,7376,14,-766092,569.838,53,6,13,0,1.11612
data,100,0,7376,15,338229,704.989,53,5,11,0,0.770625
data,100,0,7376,16,-906020,257.422,53,6,12,0,1.59965
data,100,0,7684,0,-1.22759e+06,13775.2,53,4,10,0,6.4216
data,100,0,7684,1,-523671,14772.6,53,4,10,0,64.868
data,100,0,7684,2,429173,13306.2,53,4,10,0,46.4184
data,100,0,7684,3,-333210,7251.25,53,4,10,0,1.83925
data,100,0,7684,4,60226.8,6136.93,53,5,11,0,0.76185
data,100,0,7684,5,1.24321e+06,10513.7,53,4,10,0,34.4913
data,100,0,7684,6,296587,4945.98,53,4,10,0,10.0554
data,100,0,7684,7,1.37629e+06,2235,53,7,13,0,0.680375
data,100,0,7684,8,-739249,2128.69,53,4,10,0,6.165
data,100,0,7684,9,-1.46116e+06,5353.12,53,6,12,0,0.820575
data,100,0,7684,10,693116,1494.77,53,5,11,0,1.06318
data,100,0,7684,11,-415551,319.918,53,6,12,0,0.89815
data,100,0,7684,12,-1.32846e+06,311.33,53,4,10,0,0.469
data,100,0,7684,13,270312,242.711,53,7,13,0,0.8606
data,100,0,7684,14,1.18755e+06,196.449,53,8,14,0,1.32838
data,100,0,7684,15,908906,146.62,53,13,19,0,0.8598
data,100,0,7684,16,-735.051,152.28,53,11,17,0,0.8458
data,100,0,7684,17,-400168,137.299,53,7,13,0,0.6486
data,100,0,7684,18,-1.12172e+06,130.241,53,12,18,0,0.835375
data,100,0,7684,19,-1.40039e+06,103.013,53,19,25,0,0.7217
data,100,0,8168,0,-861083,10181.5,53,4,10,0,1.854
data,100,0,8168,1,744219,9577.16,53,4,10,0,34.3702
data,100,0,8168,2,801052,5084.29,53,4,10,0,5.446
data,100,0,8168,3,255877,7142.64,53,4,10,0,15.0228
data,100,0,8168,4,-564514,3867.73,53,4,10,0,9.90785
data,100,0,8168,5,474984,1321.67,53,6,12,0,1.7134
data,100,0,8168,6,1.02108e+06,465.852,53,4,10,0,1.64938
data,100,0,8168,7,1.13523e+06,290.961,53,5,11,0,1.19925
data,100,0,8168,8,-1.05092e+06,258.592,53,7,13,0,1.2226
data,100,0,8168,9,1.4798e+06,261.31,53,4,10,0,0.573625
data,100,0,8168,10,-1.07726e+06,112.398,53,14,20,0,0.6221
data,100,0,8212,0,837847,14257.7,53,4,10,0,16.5416
data,100,0,8212,1,821010,12465.6,53,4,11,0,22.5736
data,100,0,8212,2,-1.20203e+06,26694,53,4,10,0,65.1994
data,100,0,8212,3,-1.16244e+06,12551.9,53,4,10,0,55.3701
data,100,0,8212,4,-734.113,9056.91,53,4,10,0,32.6923
data,100,0,8212,5,1.21028e+06,7732.57,53,4,10,0,19.7766
data,100,0,8212,6,808595,9443.6,53,4,10,0,16.9279
data,100,0,8212,7,428049,4356.49,53,4,10,0,1.77155
data,100,0,8212,8,-106179,4265.8,53,4,10,0,0.7672
data,100,0,8212,9,-34250.9,1749.79,53,4,10,0,0.8482
data,100,0,8212,10,617339,669.727,53,9,15,0,0.740625
data,100,0,8212,11,1.43621e+06,502.754,53,5,11,0,0.5965
data,100,0,8212,12,-1.19334e+06,79.9464,53,28,35,0,0.6408
data,100,0,8212,13,-1.36913e+06,200.964,53,7,13,0,0.8155
data,100,0,33459,0,927282,11628.9,53,4,10,0,17.5863
data,100,0,33459,1,-1.39127e+06,16825,53,4,10,0,73.5263
data,100,0,33459,2,-1.15231e+06,13855.8,53,4,10,0,67.8858
data,100,0,33459,3,-223163,5671.35,53,4,10,0,1.50475
data,100,0,33459,4,-480924,7091.57,53,4,10,0,3.13395
data,100,0,33459,5,12579.7,6409.03,53,4,10,0,14.6454
data,100,0,33459,6,320800,3870.11,53,4,10,0,12.947
data,100,0,33459,7,-752.824,910.438,53,4,10,0,2.3572
data,100,0,33459,8,-976966,607.343,53,4,10,0,1.21
data,100,0,33459,9,518354,646.754,53,4,10,0,0.738625
data,100,0,33459,10,75519.9,331.192,53,6,12,0,0.67055
data,100,0,33459,11,1.41296e+06,392.727,53,4,10,0,1.8067
data,100,0,33459,12,-1.43483e+06,344.884,53,5,11,0,0.5959
data,100,0,33459,13,1.39314e+06,221.104,53,5,11,0,0.54525
data,100,0,33459,14,-31778.2,267.968,53,5,11,0,0.8794
data,100,0,33459,15,-102337,288.827,53,6,12,0,0.6074
data,100,0,33459,16,-825570,267.422,53,9,15,0,1.0723
data,100,0,33459,17,-62857.8,172.633,53,6,12,0,0.6685
data,100,0,33591,0,578461,23085.6,53,4,10,0,9.6336
data,100,0,33591,1,486198,8644.91,53,4,10,0,1.18162
data,100,0,33591,2,-1.29201e+06,17570.9,53,4,10,0,18.7471
data,100,0,33591,3,-1.09547e+06,12218.4,53,4,10,0,20.4455
data,100,0,33591,4,1.34279e+06,9104.59,53,4,10,0,19.1084
data,100,0,33591,5,-732.685,12813,53,4,10,0,29.9936
data,100,0,33591,6,1.15258e+06,7237.07,53,4,10,0,18.9525
data,100,0,33591,7,-406515,5466.27,53,4,10,0,2.7087
data,100,0,33591,8,-172352,8556.37,53,4,10,0,33.0044
data,100,0,33591,9,-1.45627e+06,4923.31,53,4,10,0,3.50977
data,100,0,33591,10,1.3936e+06,3281.93,53,4,10,0,0.871625
data,100,0,33591,11,-477683,5563.32,53,4,10,0,23.3582
data,100,0,33591,12,-1.38594e+06,8053.12,53,4,10,0,8.74275
data,100,0,33591,13,1.25308e+06,14278.4,53,4,10,0,3.2526
data,100,0,33591,14,-923798,700.392,53,6,12,0,1.1722
data,100,0,33591,15,988851,370.673,53,7,13,0,0.665
data,100,0,33591,16,7878.53,111.906,53,37,43,0,0.64375
data,100,0,33745,0,12234.1,15528.9,53,4,10,0,27.0764
data,100,0,33745,1,-1.12953e+06,7522.65,53,4,10,0,1.9281
data,100,0,33745,2,922405,10456.8,53,4,10,0,31.0944
data,100,0,33745,3,-83161.5,4097.87,53,4,10,0,16.2737
data,100,0,33745,4,1.4202e+06,3967.33,53,4,10,0,7.84445
data,100,0,33745,5,-1.31589e+06,2597.19,53,4,10,0,1.59287
data,100,0,33745,6,167156,7417.45,53,4,10,0,2.7479
data,100,0,33745,7,-736.719,926.106,53,4,10,0,1.19185
data,100,0,33745,8,-1.43992e+06,804.336,53,4,10,0,1.5266
data,100,0,33745,9,-441106,426.726,53,6,12,0,0.718875
data,100,0,33745,10,1.29569e+06,345.899,53,4,10,0,1.6294
data,100,0,33745,11,603013,235.563,53,8,14,0,0.7898
data,100,0,33745,12,-724967,172.539,53,7,13,0,0.703425
data,100,0,33745,13,-152423,73.6385,53,37,43,0,0.7871
data,100,0,33745,14,-896833,116.756,53,15,21,0,0.958625
data,100,0,33745,15,638839,152.817,53,11,17,0,0.8182
data,100,0,33745,16,-1.06511e+06,174.194,53,11,17,0,0.654375
data,100,0,33745,17,175324,71.3788,53,32,38,0,0.75
data,100,0,34031,0,241155,11321.2,53,4,10,0,3.2077
data,100,0,34031,1,537051,18879.7,53,4,10,0,29.2334
data,100,0,34031,2,-1.24364e+06,8111.63,53,4,10,0,6.38395
data,100,0,34031,3,-1.42489e+06,14233.2,53,4,10,0,31.494
data,100,0,34031,4,-107639,12791.5,53,4,10,0,56.095
data,100,0,34031,5,-604016,7450.85,53,4,10,0,6.62035
data,100,0,34031,6,-94726.5,7545.41,53,4,10,0,33.8667
data,100,0,34031,7,-30825.8,6331.82,53,4,10,0,12.2113
data,100,0,34031,8,-750.673,7030.93,53,4,10,0,14.6023
data,100,0,34031,9,-364864,5165.08,53,4,10,0,22.9856
data,100,0,34031,10,-871666,5774.45,53,4,10,0,5.0505
data,100,0,34031,11,-616722,6781.16,53,4,10,0,27.1882
data,100,0,34031,12,1.10127e+06,2595.34,53,4,10,0,2.96145
data,100,0,34031,13,1.42427e+06,3000.3,53,4,10,0,10.6156
data,100,0,34031,14,-1.04505e+06,291.071,53,6,12,0,1.1745
data,100,0,34031,15,1.0862e+06,178.224,53,9,15,0,0.637
data,100,0,34031,16,545281,112.073,53,25,31,0,0.437825
data,100,0,34031,17,1.39564e+06,122.546,53,12,18,0,0.68155
data,100,0,34427,0,1.49494e+06,17806.8,53,6,12,0,0.802125
data,100,0,34427,1,-753281,15417.5,53,4,10,0,49.5024
data,100,0,34427,2,-613351,20646.4,53,4,10,0,118.599
data,100,0,34427,3,-1.2352e+06,19999.1,53,4,10,0,65.1602
data,100,0,34427,4,-111711,7816.69,53,4,10,0,2.9951
data,100,0,34427,5,766146,6506.68,53,4,10,0,27.0132
data,100,0,34427,6,267544,4031.7,53,4,10,0,12.2909
data,100,0,34427,7,1.48353e+06,3683.37,53,4,10,0,5.4329
data,100,0,34427,8,-48436.8,815.211,53,5,11,0,2.03853
data,100,0,35241,0,1.32992e+06,18989.3,53,4,10,0,72.1291
data,100,0,35241,1,572447,12600.6,53,4,10,0,31.8774
data,100,0,35241,2,334030,10458.3,53,4,10,0,30.4157
data,100,0,35241,3,1.43855e+06,6066.7,53,4,10,0,0.8867
data,100,0,35241,4,-29765.3,8739.07,53,4,10,0,26.1299
data,100,0,35241,5,-964845,7320.94,53,4,10,0,16.4156
data,100,0,35241,6,958701,775.763,53,5,11,0,2.667
data,100,0,35241,7,-715.757,656.232,53,5,11,0,0.552575
data,100,0,35241,8,293546,654.178,53,4,10,0,2.255
data,100,0,35241,9,-729451,129.816,53,13,19,0,0.516875
data,100,0,35241,10,-1.45911e+06,91.5335,53,17,23,0,0.78895
data,100,0,35241,11,-1.04818e+06,136.205,53,15,21,0,0.57465
data,100,0,35241,12,-9479.92,171.434,53,10,16,0,0.3568
data,100,0,35593,0,111542,13828.5,53,4,10,0,4.50505
data,100,0,35593,1,-767787,14154.2,53,4,10,0,12.6075
data,100,0,35593,2,1.4892e+06,4692.62,53,4,10,0,0.9498
data,100,0,35593,3,-1.42931e+06,9646.78,53,4,10,0,10.4573
data,100,0,35593,4,-809588,11572.5,53,4,10,0,24.9683
data,100,0,35593,5,1610.62,4382.28,53,4,10,0,4.03215
data,100,0,35593,6,1.50508e+06,2482.17,53,4,10,0,9.4079
data,100,0,35593,7,1.37008e+06,2092.15,53,4,10,0,3.57158
data,100,0,35593,8,-366117,423.346,53,6,12,0,0.45385
data,100,0,35593,9,-635619,612.215,53,4,10,0,1.1884
data,100,0,35593,10,707699,182.323,53,16,22,0,0.4055
data,100,0,35593,11,809983,152.86,53,11,17,0,0.5677
data,100,0,35593,12,-1.45926e+06,213.496,53,8,14,0,0.4814
data,100,0,35593,13,337883,159.863,53,11,17,0,0.599
data,100,0,35769,0,1.4986e+06,21759.3,53,4,10,0,86.2702
data,100,0,35769,1,1.42489e+06,13039.1,53,4,10,0,25.6211
data,100,0,35769,2,962111,10957.5,53,4,10,0,22.4025
data,100,0,35769,3,-1.16039e+06,15394.2,53,4,10,0,22.7094
data,100,0,35769,4,710458,10065.6,53,4,10,0,37.0477
data,100,0,35769,5,447578,6306.17,53,4,10,0,13.8847
data,100,0,35769,6,-1.1834e+06,2869.79,53,4,10,0,1.26648
data,100,0,35769,7,1.10113e+06,1859.24,53,4,10,0,3.8003
data,100,0,35769,8,-827953,637.713,53,8,14,0,0.741575
data,100,0,35769,9,339825,354.076,53,5,11,0,0.827875
data,100,0,35769,10,-407450,245.894,53,7,13,0,0.401575
data,100,0,35769,11,-759.182,289.781,53,9,15,0,0.6353
data,100,0,35769,12,1.50669e+06,123.473,53,14,20,0,0.360575
data,100,0,35769,13,912676,280.761,53,4,10,0,0.94375
data,100,0,35769,14,-245300,107.423,53,14,20,0,0.5133
data,100,0,35857,0,574392,14954.5,53,4,10,0,7.04313
data,100,0,35857,1,-962515,11872.1,53,4,10,0,8.346
data,100,0,35857,2,-289547,13452.3,53,4,10,0,67.8592
data,100,0,35857,3,-859.773,25033.1,53,4,10,0,61.1791
data,100,0,35857,4,-1.16399e+06,18404.3,53,4,10,0,41.038
data,100,0,35857,5,-386473,5702.37,53,4,10,0,2.70625
data,100,0,35857,6,-173716,14086,53,4,10,0,55.3026
data,100,0,35857,7,1.32984e+06,6563.92,53,4,10,0,6.81775
data,100,0,35857,8,27830.6,2555.13,53,4,10,0,7.5306
data,100,0,35857,9,1.51485e+06,1545.89,53,4,10,0,4.565
data,100,0,35857,10,756189,666.615,53,4,10,0,1.9635
data,100,0,35857,11,1.48472e+06,561.382,53,4,10,0,1.1384
data,100,0,35857,12,1.0506e+06,187.747,53,8,14,0,0.9634
data,100,0,35857,13,-505421,147.462,53,21,27,0,0.4246
data,100,0,35857,14,647314,129.556,53,8,14,0,0.4822
data,100,0,36297,0,-23851.3,16571.1,53,4,10,0,83.5874
data,100,0,36297,1,-1.44775e+06,7982.44,53,4,10,0,2.49185
data,100,0,36297,2,-836552,13315.8,53,4,10,0,57.3941
data,100,0,36297,3,-302257,10397.7,53,4,10,0,36.0073
data,100,0,36297,4,-1.31267e+06,6107.83,53,4,10,0,6.76055
data,100,0,36297,5,-1.35121e+06,5411.63,53,5,11,0,2.5634
data,100,0,36297,6,546992,6292.69,53,4,10,0,24.9078
data,100,0,36297,7,-643751,7740.75,53,4,10,0,13.7563
data,100,0,36297,8,422132,6497.71,53,4,10,0,3.193
data,100,0,36297,9,-728.879,231.749,53,10,16,0,1.0875
data,100,0,36385,0,1.35324e+06,13323.6,53,5,11,0,0.766625
data,100,0,36385,1,579779,11400.7,53,4,10,0,29.8832
data,100,0,36385,2,877957,7088.27,53,4,10,0,4.9218
data,100,0,36385,3,-965694,11836.7,53,4,10,0,38.9817
data,100,0,36385,4,940978,3660.17,53,4,10,0,1.4386
data,100,0,36385,5,-743.287,6037.21,53,4,10,0,7.2368
data,100,0,36385,6,638237,7667.72,53,4,10,0,21.41
data,100,0,36385,7,-83034.1,3597.42,53,4,10,0,2.9746
data,100,0,36385,8,359095,1447.59,53,5,11,0,1.0654
data,100,0,36385,9,-1.14924e+06,1328.52,53,4,10,0,1.0352
data,100,0,36385,10,235800,1246.85,53,6,12,0,0.615025
data,100,0,36385,11,614109,472.278,53,4,10,0,1.0445
data,100,0,36385,12,-760740,330.836,53,5,11,0,0.86125
data,100,0,36385,13,-415123,226.15,53,7,13,0,0.7566
data,100,0,36385,14,9338.44,130.198,53,18,24,0,0.559375
data,100,0,36385,15,-645318,25.6559,53,36,43,0,0.34
data,100,0,36451,0,-757678,17457.7,53,4,10,0,18.0138
data,100,0,36451,1,977614,20447.6,53,4,10,0,72.7038
data,100,0,36451,2,755961,12392.6,53,4,10,0,18.3789
data,100,0,36451,3,-303908,2874.83,53,4,10,0,1.20693
data,100,0,36451,4,-1.32267e+06,3405.72,53,4,10,0,17.9909
data,100,0,36451,5,-1.24025e+06,3696.59,53,4,10,0,14.6262
data,100,0,36451,6,-322140,1638.71,53,4,10,0,5.149
data,100,0,36451,7,-206772,344.301,53,4,10,0,0.755325
data,100,0,36451,8,42680,180.015,53,7,13,0,1.00913
data,100,0,36451,9,-733.799,131.623,53,11,17,0,0.44815
data,100,0,36451,10,1.21406e+06,177.936,53,8,14,0,0.631475
data,100,0,654841,0,-175312,18641.8,53,4,10,0,35.7022
data,100,0,654841,1,-1.11338e+06,13334.3,53,4,10,0,57.0827
data,100,0,654841,2,1.11066e+06,16235.6,53,4,10,0,29.4618
data,100,0,654841,3,393774,9203.65,53,4,11,0,28.6338
data,100,0,654841,4,1.20239e+06,12290.2,53,4,10,0,74.7162
data,100,0,654841,5,-606750,4609.54,53,4,10,0,14.2508
data,100,0,654841,6,149341,1194.98,53,5,11,0,1.07632
data,100,0,654841,7,1.49136e+06,577.726,53,5,11,0,1.05362
data,100,0,654841,8,-236113,490.513,53,7,13,0,1.69635
data,100,0,654841,9,-779437,223.278,53,8,14,0,0.78895
data,100,0,654841,10,705399,313.497,53,4,10,0,0.63325
data,100,0,654841,11,1.13663e+06,205.461,53,10,16,0,0.60005
data,100,0,654841,12,74522.1,290.589,53,9,15,0,0.5502
data,100,0,654841,13,777386,204.185,53,10,16,0,0.65695
data,100,0,655083,0,57498.4,15712.3,53,4,10,0,15.6318
data,100,0,655083,1,541492,15033.2,53,4,10,0,53.3131
data,100,0,655083,2,-282854,13211.8,53,4,10,0,22.9635
data,100,0,655083,3,16614.6,9005.59,53,4,10,0,8.68215
data,100,0,655083,4,224887,7215.51,53,4,10,0,11.8691
data,100,0,655083,5,826719,8479.85,53,4,10,0,14.6949
data,100,0,655083,6,-961297,6758.08,53,4,10,0,10.4803
data,100,0,655083,7,865443,4427.35,53,4,10,0,18.0309
data,100,0,655083,8,161032,3113.01,53,4,10,0,8.15637
data,100,0,655083,9,293418,2800.01,53,4,10,0,4.24485
data,100,0,655083,10,-1.03403e+06,455.529,53,7,13,0,0.71105
data,100,0,655083,11,-744.76,182.635,53,12,18,0,0.4781
data,100,0,655083,12,484456,280.062,53,5,11,0,0.634375
data,100,0,655083,13,-1.41808e+06,252.518,53,13,20,0,0.926
data,100,0,655259,0,-407465,11346.2,53,4,10,0,19.1329
data,100,0,655259,1,298589,11104.9,53,4,10,0,31.0851
data,100,0,655259,2,1.45252e+06,9125.71,53,4,10,0,3.43048
data,100,0,655259,3,-2114.33,5892.56,53,4,10,0,26.2953
data,100,0,655259,4,-1.20659e+06,8197.43,53,4,10,0,25.7668
data,100,0,655259,5,850484,3323.66,53,4,10,0,1.934
data,100,0,655259,6,-842253,3044.82,53,4,10,0,3.7148
data,100,0,655259,7,-505067,489.961,53,7,13,0,0.7645
data,100,0,655259,8,-323632,346.275,53,5,11,0,1.0042
data,100,0,655259,9,620130,312.625,53,7,13,0,1.0796
data,100,0,655259,10,-221432,220.649,53,7,13,0,0.8692
data,100,0,655303,0,242978,15820.2,53,4,10,0,15.5125
data,100,0,655303,1,-546164,10872.2,53,4,10,0,73.4979
data,100,0,655303,2,601077,6194.7,53,4,10,0,2.837
data,100,0,655303,3,-278323,8684.61,53,4,10,0,29.38
data,100,0,655303,4,844908,7016.02,53,4,10,0,8.56637
data,100,0,655303,5,478216,3316.08,53,4,10,0,4.3128
data,100,0,655303,6,-753.261,956.007,53,5,11,0,1.0654
data,100,0,655303,7,-19160,459.2,53,4,10,0,0.9655
data,100,0,655303,8,-602401,283.055,53,4,10,0,1.07555
data,100,0,655303,9,-1.44602e+06,161.615,53,16,22,0,0.744375
data,100,0,655303,10,-969797,182.261,53,10,16,0,0.768625
data,100,0,655303,11,-270138,55.2818,53,41,48,0,0.8698
data,100,0,655303,12,1.33782e+06,147.345,53,15,21,0,0.812175
data,100,0,655941,0,-727.141,21013.3,53,4,10,0,28.716
